timestep_s,displacement_after_1s_m,reported_final_speed_mps
0.2,1.3429010551556586,2.000050296362528
0.1,1.152046079438989,0.4333828163919849
0.05,0.6699749953027418,0.6548959966916906
0.025,0.3369663386560584,0.3362146935053686
0.0125,0.1686138254207608,0.16852840996463703
