model,mean_vector_rmse,sem_vector_rmse,mean_displacement_mae,mean_speed_mae,mean_angle,mean_r2
persistence,0.22253905440498006,0.002017811081138867,0.07765309792683686,0.08223192472163718,18.87415122458166,0.809291568424689
goal_only,0.4627408930867148,0.04240773921267869,0.17457487655603193,0.3683097630259528,16.53599661572976,0.24591741669709757
canonical_field,0.45696334211685874,0.042055277074312857,0.17214218500400924,0.36270984172714116,16.018771465818986,0.2679308705749554
isotropic_social_force,0.21679860682747315,0.0019023523418752154,0.07639927595818816,0.08267557032184798,17.562594123586344,0.8199643555706295
anisotropic_geometry,0.20753211929724652,0.0022304186232484494,0.07261917230663366,0.08063638701278569,16.750781603773,0.8360419505952453
decoupled_geometry,0.20641029568995242,0.0020102001110553426,0.07184103945242593,0.07627430125041548,16.764889511236074,0.8358791761334217
