model,minimum_separation_m,maximum_speed_mps,position_rmse_m,speed_rmse_mps,final_x_agent_0_m,final_y_agent_0_m,final_x_agent_1_m,final_y_agent_1_m
as_printed_reciprocal_reset,3.0,0.0378038742980693,1.4027690657166,1.069823220117798,6.146489804872184,2.51207741408453,2.890748320541295,2.5076910174271303
inferred_linear_reset,0.670438814734894,1.4715694504605632,0.18790280410525484,0.45868331096173687,2.0891604311604928,1.8545082255006733,6.883978826790808,2.5085993886106825
inferred_linear_persistent_ode,0.033380043891421185,12.387317093506505,4.6759877739601805,6.424748782978409,5.122539323834511,-0.23651289411220647,4.212665866897605,5.23052026845847
anisotropic_pilot,1.1277347236798507,1.3492962562449604,0.6054174902751424,0.41329650430479264,1.6779197236590138,2.426640978057969,7.309124799020822,1.8910631052105922
