calibration_runs,subset,training_run_names,maximum_samples_per_training_run,dataset,run,model,vector_rmse_mps,displacement_mae_m,speed_mae_mps,median_angle_deg,vector_r2,samples
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_d_5,gel_ped,0.3495686975351181,0.12044392026940892,0.1784857912122077,8.666375598413563,0.8840600676389998,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_d_6,direct_network,0.345736751774211,0.11799057524858513,0.18142188472774368,11.65282942937924,0.8503833825851287,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_d_6,gel_ped,0.33511073567935473,0.11448565208109814,0.1651679589034436,11.604481971122903,0.8594388119114491,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_d_7,direct_network,0.3710381790390061,0.12466124781900506,0.1958799358319812,14.061137906035475,0.8056600655215522,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_d_7,gel_ped,0.355714287303514,0.1202956692728588,0.17649056184558543,13.990035749392897,0.8213810754318076,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_d_8,direct_network,0.37859977572499537,0.12602471252943373,0.203674794692313,15.64718333911475,0.7847745423321462,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_d_8,gel_ped,0.360840300832821,0.12092989496100591,0.18248514476876176,15.554957552512121,0.8044926866447139,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_e_1,direct_network,0.35089894764452434,0.11982035167477934,0.17892620866950615,10.56103289422577,0.8742736407686855,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_e_1,gel_ped,0.3418917697138772,0.11659552926502148,0.16308992202781264,10.557005447722382,0.8806453068827513,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_e_2,direct_network,0.38159570324640296,0.12907544835621884,0.1932963166667295,12.550786741948542,0.8487755964672368,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_e_2,gel_ped,0.36984276798994026,0.12555177121978625,0.1760834763425734,12.523604805559444,0.857947399042947,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_e_3,direct_network,0.39225591732135584,0.13455294482522273,0.2006431684975214,12.213816563993529,0.8176215790268693,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_e_3,gel_ped,0.3805849944728401,0.130689045687033,0.1833974442614677,12.243620495257957,0.8283128600695681,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_e_4,direct_network,0.3858196036587252,0.13048126840543803,0.18884316675065058,17.065017785300178,0.7788234658865816,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_e_4,gel_ped,0.3748656346459134,0.1272359401806846,0.1709983140377517,17.185615583751403,0.791204216159887,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_e_5,direct_network,0.38889412830869424,0.13099379300820355,0.19126550344092694,19.037659582009642,0.7334766794514753,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_e_5,gel_ped,0.37889555176017636,0.12821144353187397,0.17558669318907943,18.866218556565258,0.7470052804938562,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_e_6,direct_network,0.3929089804560736,0.13129263305787078,0.20600736737563893,16.282010240171754,0.7827094574018942,6000.0
3,1,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_01,750,crossing external,crossing_90_e_6,gel_ped,0.37439072315318006,0.12596769196430327,0.18165655741611395,16.17835339380601,0.8027090918794125,6000.0
3,2,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_03,750,corridor held-out,bi_corr_400_a_03,direct_network,0.18402454205545205,0.06303299853507673,0.08419001840318355,14.213209399510692,0.8545303552034249,6000.0
3,2,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_03,750,corridor held-out,bi_corr_400_a_03,gel_ped,0.18499973579276782,0.06307817604873348,0.08352903625426732,14.338393507684604,0.8529845074125095,6000.0
3,2,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_03,750,corridor held-out,bi_corr_400_b_02,direct_network,0.19780765875725204,0.0663767220699789,0.0734780972429921,5.164211153331527,0.9752261635358144,4507.0
3,2,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_03,750,corridor held-out,bi_corr_400_b_02,gel_ped,0.19815200344839265,0.06607234710234633,0.0712089123709387,5.181323582409152,0.9751398355918037,4507.0
3,2,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_03,750,corridor held-out,bi_corr_400_b_04,direct_network,0.21636769266059488,0.07259701682483727,0.0910985130265907,13.739898421991672,0.854508892452206,6000.0
3,2,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_03,750,corridor held-out,bi_corr_400_b_04,gel_ped,0.22126598519216845,0.07379116070891396,0.08915799697198855,14.016749056199497,0.8478468549060851,6000.0
3,2,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_03,750,corridor held-out,bi_corr_400_b_06,direct_network,0.22891509538965274,0.07667167670934934,0.09499543659365395,18.397330366283803,0.739534959552758,6000.0
3,2,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_03,750,corridor held-out,bi_corr_400_b_06,gel_ped,0.23031816272285377,0.07751672974115721,0.09451212892667062,19.04503517763915,0.7363322878560783,6000.0
3,2,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_03,750,corridor held-out,bi_corr_400_b_10,direct_network,0.17529932397965256,0.05942095786632171,0.07503950189936974,12.826227815234644,0.870033092368272,6000.0
3,2,bi_corr_400_a_01;bi_corr_400_a_02;bi_corr_400_b_03,750,corridor held-out,bi_corr_400_b_10,gel_ped,0.17785555233433054,0.06000868016859693,0.0744038963959428,13.131998621703952,0.8662150815177612,6000.0
