dataset,run,model,parameters,speed_cap_mps,vector_rmse_mps,displacement_mae_m,speed_mae_mps,median_angle_deg,vector_r2,samples,predicted_contact_rate,false_contact_rate,compared_pairs
calibration,bi_corr_400_b_01,constant_velocity,0,100.0,0.21186376158827055,0.07355406083412096,0.06155928947874589,6.412747716113225,0.9759100990338365,2206.0,0.006832467887400929,0.004646078163432632,3659.0
calibration,bi_corr_400_b_01,social_force,4,100.0,0.21522222612291353,0.07717898985352356,0.09018180158573613,6.202188811139797,0.9751402993181076,2206.0,0.006012571740912818,0.0038261820169445205,3659.0
calibration,bi_corr_400_b_01,isotropic_constrained,4,100.0,0.2152222260785095,0.07717898984018307,0.09018180153270436,6.202188864732294,0.9751402993283655,2206.0,0.006012571740912818,0.0038261820169445205,3659.0
calibration,bi_corr_400_b_01,isotropic_unconstrained,4,100.0,0.2152222260785095,0.07717898984018307,0.09018180153270436,6.202188864732294,0.9751402993283655,2206.0,0.006012571740912818,0.0038261820169445205,3659.0
calibration,bi_corr_400_b_01,shared_goal_frame,6,100.0,0.2082435290078196,0.0738775461487376,0.08552385353137684,5.821418776370859,0.9767263399252188,2206.0,0.006285870456408855,0.004099480732440558,3659.0
calibration,bi_corr_400_b_01,decoupled_scalar_geometry,8,100.0,0.20013508131471702,0.0694324224866628,0.06168292153869201,5.8760220082185555,0.9785034828767033,2206.0,0.006285870456408855,0.004099480732440558,3659.0
calibration,bi_corr_400_b_01,tensor_persistence_only,2,100.0,0.19887270712838742,0.06687868489554684,0.06433435492324996,5.266861441490274,0.9787738109414055,2206.0,0.005192675594424706,0.003006285870456409,3659.0
calibration,bi_corr_400_b_01,tensor_no_isotropic,8,100.0,0.19989678055393964,0.0671420690797126,0.06605555432290586,5.192866003268843,0.9785546441882572,2206.0,0.004919376878928669,0.0024596884394643345,3659.0
calibration,bi_corr_400_b_01,tensor_no_forward,8,100.0,0.20119809258475393,0.0674531862098705,0.06609989678615241,5.264635889859139,0.9782745202569295,2206.0,0.004646078163432632,0.002186389723968297,3659.0
calibration,bi_corr_400_b_01,tensor_no_closing,8,100.0,0.19882254175119585,0.06698509470238195,0.06593643731840644,5.238774771413386,0.978784518146996,2206.0,0.004919376878928669,0.002732987154960372,3659.0
calibration,bi_corr_400_b_01,tensor_no_wall,9,100.0,0.20092558002356986,0.06736714136169979,0.06604524744046487,5.241744468957689,0.9783333325107331,2206.0,0.004646078163432632,0.002186389723968297,3659.0
