dataset,run,model,parameters,speed_cap_mps,vector_rmse_mps,displacement_mae_m,speed_mae_mps,median_angle_deg,vector_r2,samples,predicted_contact_rate,false_contact_rate,compared_pairs
calibration,bi_corr_400_b_01,tensor_response,10,100.0,0.20111235070379033,0.06743643348935012,0.06602530058185162,5.247416366575343,0.9782930332214951,2206.0,0.004646078163432632,0.002186389723968297,3659.0
calibration,bi_corr_400_b_01,tensor_without_cap,10,100.0,0.20111235070379033,0.06743643348935012,0.06602530058185162,5.247416366575343,0.9782930332214951,2206.0,0.004646078163432632,0.002186389723968297,3659.0
calibration,bi_corr_400_b_01,unrestricted_ten_scalar,22,100.0,0.20466734232954997,0.06810606844665194,0.06670309550534426,5.259224737874918,0.9775188378896992,2206.0,0.004646078163432632,0.002186389723968297,3659.0
calibration,bi_corr_400_b_01,invariant_ridge,26,100.0,0.20531357457733088,0.06854833977598267,0.0692565807533452,5.259436234184832,0.977376646294829,2206.0,0.004646078163432632,0.002186389723968297,3659.0
calibration,bi_corr_400_b_01,interaction_mlp,18434,100.0,0.1890721303601402,0.06469939685876093,0.06906175905319109,4.802634244310978,0.9808143422787264,2206.0,0.004099480732440558,0.001639792292976223,3659.0
calibration,bi_corr_400_b_01,goal_stable_neural,18434,100.0,0.1890721303601402,0.06469939685876093,0.06906175905319109,4.802634244310978,0.9808143422787264,2206.0,0.004099480732440558,0.001639792292976223,3659.0
calibration,bi_corr_400_b_01,tensor_residual,18700,100.0,0.18674141908811254,0.0635122145933086,0.06403433129093114,4.732277405903584,0.9812844339616288,2206.0,0.004099480732440558,0.001639792292976223,3659.0
calibration,bi_corr_400_b_01,tensor_residual_ungated,18700,100.0,0.18674141908811254,0.0635122145933086,0.06403433129093114,4.732277405903584,0.9812844339616288,2206.0,0.004099480732440558,0.001639792292976223,3659.0
calibration,bi_corr_400_b_01,gel_ped,37134,100.0,0.1869007083152731,0.06377417688922034,0.06595575568609505,4.733334094759873,0.9812524918297569,2206.0,0.004099480732440558,0.001639792292976223,3659.0
calibration,bi_corr_400_b_03,constant_velocity,0,100.0,0.23393491657691884,0.08145179119219026,0.07541710587999852,8.985973179507946,0.9491208059034629,6000.0,0.011890379601958415,0.007121510777643543,15727.0
calibration,bi_corr_400_b_03,social_force,4,100.0,0.22532324448909657,0.0787081056519407,0.07961903654285178,8.552941116825124,0.9527978132187261,6000.0,0.011254530425383099,0.006422076683410695,15727.0
calibration,bi_corr_400_b_03,isotropic_constrained,4,100.0,0.22532324451605223,0.07870810567265396,0.0796190365790895,8.552941066195082,0.9527978132074324,6000.0,0.011254530425383099,0.006422076683410695,15727.0
calibration,bi_corr_400_b_03,isotropic_unconstrained,4,100.0,0.22532324451605223,0.07870810567265396,0.0796190365790895,8.552941066195082,0.9527978132074324,6000.0,0.011254530425383099,0.006422076683410695,15727.0
calibration,bi_corr_400_b_03,shared_goal_frame,6,100.0,0.21833181000713017,0.07573924130700443,0.07641050044031657,8.129851105178963,0.9556815914071984,6000.0,0.011063775672410504,0.006040567177465505,15727.0
calibration,bi_corr_400_b_03,decoupled_scalar_geometry,8,100.0,0.2186710248879768,0.07567529643252663,0.07195058286382386,8.122366286326734,0.9555437723492589,6000.0,0.011381700260698163,0.006422076683410695,15727.0
calibration,bi_corr_400_b_03,tensor_persistence_only,2,100.0,0.21946546924323254,0.07409046123727288,0.08229332016782469,7.444149881449038,0.9552201615253025,6000.0,0.01049151141349272,0.005595472753862784,15727.0
calibration,bi_corr_400_b_03,tensor_no_isotropic,8,100.0,0.21884060858586332,0.0735264944927612,0.07939963305867306,7.501196988098145,0.9554747922470748,6000.0,0.010237171742862592,0.005341133083232657,15727.0
calibration,bi_corr_400_b_03,tensor_no_forward,8,100.0,0.21975245764763368,0.07385090073190298,0.08158348329298422,7.3902378823515615,0.9551029704513405,6000.0,0.00972849240160234,0.004896038659629936,15727.0
calibration,bi_corr_400_b_03,tensor_no_closing,8,100.0,0.21745754164527067,0.07314305213944619,0.07881243570459627,7.413571111811435,0.9560358101223411,6000.0,0.009982832072232467,0.005213963247917594,15727.0
calibration,bi_corr_400_b_03,tensor_no_wall,9,100.0,0.21939651345226943,0.07358075655008697,0.0794259074552654,7.423149925042074,0.9552482966492082,6000.0,0.009664907483944808,0.004832453741972404,15727.0
calibration,bi_corr_400_b_03,tensor_response,10,100.0,0.21911510150285493,0.07351230996283792,0.07936846661841393,7.424936023535315,0.9553630257956607,6000.0,0.009664907483944808,0.004832453741972404,15727.0
calibration,bi_corr_400_b_03,tensor_without_cap,10,100.0,0.21911510150285493,0.07351230996283792,0.07936846661841393,7.424936023535315,0.9553630257956607,6000.0,0.009664907483944808,0.004832453741972404,15727.0
calibration,bi_corr_400_b_03,unrestricted_ten_scalar,22,100.0,0.2208330733959643,0.07366687820764778,0.08089448664510514,7.45058165616136,0.9546603294395251,6000.0,0.00934698289565715,0.00464169898899981,15727.0
calibration,bi_corr_400_b_03,invariant_ridge,26,100.0,0.22053538401516054,0.07358594767054143,0.08042298971374809,7.431588496481761,0.9547824854280348,6000.0,0.00934698289565715,0.00464169898899981,15727.0
calibration,bi_corr_400_b_03,interaction_mlp,18434,100.0,0.19582374961344767,0.06599725381551215,0.0749166400205648,6.235170324661832,0.9643482501125736,6000.0,0.008329624213136645,0.00349717047116424,15727.0
calibration,bi_corr_400_b_03,goal_stable_neural,18434,100.0,0.19582182690567698,0.06599118727638986,0.07491720529808153,6.233282194471201,0.9643489502070224,6000.0,0.008329624213136645,0.00349717047116424,15727.0
calibration,bi_corr_400_b_03,tensor_residual,18700,100.0,0.19636406066151563,0.06624658432152063,0.07276064952962302,6.278507701436873,0.9641512402056541,6000.0,0.008202454377821581,0.0035607553888217713,15727.0
calibration,bi_corr_400_b_03,tensor_residual_ungated,18700,100.0,0.19636406066151563,0.06624658432152063,0.07276064952962302,6.278507701436873,0.9641512402056541,6000.0,0.008202454377821581,0.0035607553888217713,15727.0
calibration,bi_corr_400_b_03,gel_ped,37134,100.0,0.1951090260256885,0.06576009107781554,0.07326250958692328,6.190809701017557,0.9646080209085117,6000.0,0.008202454377821581,0.0033700006358491764,15727.0
calibration,bi_corr_400_b_05,constant_velocity,0,100.0,0.2377363882111235,0.0832931710042853,0.0850384991174996,21.283988758093408,0.7802411205522737,6000.0,0.017939433838051348,0.009052007899934168,12152.0
calibration,bi_corr_400_b_05,social_force,4,100.0,0.22769571988843146,0.08016679140580597,0.08298756521625134,19.913315734927465,0.798411921553344,6000.0,0.01728110599078341,0.008722843976300198,12152.0
calibration,bi_corr_400_b_05,isotropic_constrained,4,100.0,0.22769571988912507,0.08016679142102455,0.08298756521541004,19.913315974159318,0.7984119215521157,6000.0,0.01728110599078341,0.008722843976300198,12152.0
calibration,bi_corr_400_b_05,isotropic_unconstrained,4,100.0,0.22769571988912507,0.08016679142102455,0.08298756521541004,19.913315974159318,0.7984119215521157,6000.0,0.01728110599078341,0.008722843976300198,12152.0
calibration,bi_corr_400_b_05,shared_goal_frame,6,100.0,0.22160924639672266,0.0772759500977713,0.08142419528259912,19.0884279370347,0.8090450746016498,6000.0,0.01662277814351547,0.007899934167215274,12152.0
calibration,bi_corr_400_b_05,decoupled_scalar_geometry,8,100.0,0.223781544219097,0.07803822144735038,0.08074948186688086,19.15833935191435,0.8052831012855054,6000.0,0.016869651086240948,0.008229098090849244,12152.0
calibration,bi_corr_400_b_05,tensor_persistence_only,2,100.0,0.21419439975059731,0.07389485801021171,0.09178792986039319,18.384914478215016,0.8216096594624227,6000.0,0.01662277814351547,0.008064516129032258,12152.0
calibration,bi_corr_400_b_05,tensor_no_isotropic,8,100.0,0.20979260518463932,0.0720614614812105,0.08648523167175627,17.389313846322562,0.8288663303480975,6000.0,0.01555299539170507,0.0069947333772218566,12152.0
calibration,bi_corr_400_b_05,tensor_no_forward,8,100.0,0.2092448049963074,0.07195371793583126,0.08684071356060818,17.17962236853416,0.8297588752737761,6000.0,0.015470704410796577,0.0069124423963133645,12152.0
calibration,bi_corr_400_b_05,tensor_no_closing,8,100.0,0.21138732842317767,0.07287824101142552,0.0870951424659219,18.039094146171433,0.8262547216538356,6000.0,0.015635286372613563,0.007241606319947334,12152.0
calibration,bi_corr_400_b_05,tensor_no_wall,9,100.0,0.2084684342901076,0.07165029999248251,0.0862612839886445,17.165279254334486,0.8310198387044048,6000.0,0.015717577353522055,0.007159315339038842,12152.0
calibration,bi_corr_400_b_05,tensor_response,10,100.0,0.20831947125336522,0.07161228698764288,0.0861934681221087,17.104741038656062,0.8312612450803066,6000.0,0.015635286372613563,0.007159315339038842,12152.0
calibration,bi_corr_400_b_05,tensor_without_cap,10,100.0,0.20831947125336522,0.07161228698764288,0.0861934681221087,17.104741038656062,0.8312612450803066,6000.0,0.015635286372613563,0.007159315339038842,12152.0
calibration,bi_corr_400_b_05,unrestricted_ten_scalar,22,100.0,0.2082137640510995,0.07139274627999241,0.08654288332273138,16.876461028231024,0.8314324472834844,6000.0,0.014976958525345621,0.006336405529953917,12152.0
calibration,bi_corr_400_b_05,invariant_ridge,26,100.0,0.2070370953057933,0.07098745528436536,0.08574657120749718,16.916908894119242,0.8333322997141528,6000.0,0.0152238314680711,0.0067478604344963795,12152.0
calibration,bi_corr_400_b_05,interaction_mlp,18434,100.0,0.18593555758847247,0.06307545681766932,0.07846682979665906,13.305123116006122,0.865575010244938,6000.0,0.014483212639894667,0.005678077682685977,12152.0
calibration,bi_corr_400_b_05,goal_stable_neural,18434,100.0,0.18728554688540122,0.06336208295420448,0.07922117808893782,13.391966624676947,0.8636159326847413,6000.0,0.014318630678077683,0.005678077682685977,12152.0
calibration,bi_corr_400_b_05,tensor_residual,18700,100.0,0.1852362742235369,0.06319814648965047,0.07674906914674254,13.668363839849643,0.8665842243654378,6000.0,0.014483212639894667,0.005348913759052008,12152.0
calibration,bi_corr_400_b_05,tensor_residual_ungated,18700,100.0,0.1852362742235369,0.06319814648965047,0.07674906914674254,13.668363839849643,0.8665842243654378,6000.0,0.014483212639894667,0.005348913759052008,12152.0
calibration,bi_corr_400_b_05,gel_ped,37134,100.0,0.18387432020481245,0.062483815103159826,0.07676115552154658,13.277163047309324,0.8685388971549866,6000.0,0.014483212639894667,0.005348913759052008,12152.0
calibration,bi_corr_400_b_07,constant_velocity,0,100.0,0.23933686173298738,0.08284865178750118,0.08832728187427495,24.154970362722516,0.7236319716942041,6000.0,0.02420774647887324,0.011003521126760563,13632.0
calibration,bi_corr_400_b_07,social_force,4,100.0,0.2313457458555413,0.0806828246210444,0.08789893673309704,22.56242590997369,0.7417789447769461,6000.0,0.023547535211267605,0.010269953051643193,13632.0
calibration,bi_corr_400_b_07,isotropic_constrained,4,100.0,0.23134574580906836,0.08068282462376171,0.08789893665577685,22.56242610577266,0.7417789448806894,6000.0,0.023547535211267605,0.010269953051643193,13632.0
calibration,bi_corr_400_b_07,isotropic_unconstrained,4,100.0,0.23134574580906836,0.08068282462376171,0.08789893665577685,22.56242610577266,0.7417789448806894,6000.0,0.023547535211267605,0.010269953051643193,13632.0
calibration,bi_corr_400_b_07,shared_goal_frame,6,100.0,0.22632127160374405,0.07850845707540126,0.09010306974071426,22.127939470485572,0.7528734734353419,6000.0,0.02171361502347418,0.00858274647887324,13632.0
calibration,bi_corr_400_b_07,decoupled_scalar_geometry,8,100.0,0.22989315326375945,0.07941603196121387,0.08501856516427975,22.188679643813792,0.7450114435429454,6000.0,0.022887323943661973,0.009609741784037559,13632.0
calibration,bi_corr_400_b_07,tensor_persistence_only,2,100.0,0.21462798384042991,0.07348531083016373,0.09317488852876304,21.70135656277902,0.7777502363415609,6000.0,0.02266725352112676,0.009022887323943662,13632.0
calibration,bi_corr_400_b_07,tensor_no_isotropic,8,100.0,0.21050805202164088,0.07189938410404151,0.09092089186315067,19.892599829840357,0.7862008172373613,6000.0,0.02164025821596244,0.007995892018779342,13632.0
calibration,bi_corr_400_b_07,tensor_no_forward,8,100.0,0.20995138631382754,0.07169978420966909,0.08858341765552286,19.689836066851782,0.7873300596731203,6000.0,0.021566901408450703,0.007775821596244132,13632.0
calibration,bi_corr_400_b_07,tensor_no_closing,8,100.0,0.21259915117122372,0.0727762990116251,0.09258891170406802,21.076461531913964,0.781932136637002,6000.0,0.0221537558685446,0.008509389671361502,13632.0
calibration,bi_corr_400_b_07,tensor_no_wall,9,100.0,0.20905781526189338,0.07145012069314437,0.09069997415320949,19.59796849181714,0.7891364902142388,6000.0,0.02164025821596244,0.007922535211267605,13632.0
calibration,bi_corr_400_b_07,tensor_response,10,100.0,0.2090511031069392,0.07143837916641317,0.0906165720364369,19.573281271873626,0.7891500302565376,6000.0,0.021566901408450703,0.007775821596244132,13632.0
calibration,bi_corr_400_b_07,tensor_without_cap,10,100.0,0.2090511031069392,0.07143837916641317,0.0906165720364369,19.573281271873626,0.7891500302565376,6000.0,0.021566901408450703,0.007775821596244132,13632.0
calibration,bi_corr_400_b_07,unrestricted_ten_scalar,22,100.0,0.21141177782933307,0.0719050725597854,0.0911372289125389,19.581350213699324,0.7843611670973313,6000.0,0.02068661971830986,0.007482394366197183,13632.0
calibration,bi_corr_400_b_07,invariant_ridge,26,100.0,0.20984683890571007,0.07145266582120294,0.09101529094264152,19.33212611336053,0.7875418092175374,6000.0,0.021566901408450703,0.0077024647887323945,13632.0
calibration,bi_corr_400_b_07,interaction_mlp,18434,100.0,0.1793281773860847,0.060926689291068085,0.07895047004226882,14.639599297892278,0.8448450323912711,6000.0,0.02061326291079812,0.006895539906103286,13632.0
calibration,bi_corr_400_b_07,goal_stable_neural,18434,100.0,0.18005861186951422,0.06112338468492817,0.079308426507572,14.75234441356687,0.8435785125654218,6000.0,0.020539906103286387,0.006822183098591549,13632.0
calibration,bi_corr_400_b_07,tensor_residual,18700,100.0,0.1801239535708839,0.06126669787351269,0.0777315328812376,15.139154079413096,0.8434649639765306,6000.0,0.02112676056338028,0.007409037558685446,13632.0
calibration,bi_corr_400_b_07,tensor_residual_ungated,18700,100.0,0.1801239535708839,0.06126669787351269,0.0777315328812376,15.139154079413096,0.8434649639765306,6000.0,0.02112676056338028,0.007409037558685446,13632.0
calibration,bi_corr_400_b_07,gel_ped,37134,100.0,0.17746857252073048,0.06021456603605492,0.07736420784658604,14.79045471494047,0.8480462130142044,6000.0,0.020759976525821597,0.006895539906103286,13632.0
calibration,bi_corr_400_b_09,constant_velocity,0,100.0,0.22650740688558463,0.07986277271797242,0.07294052290997637,12.94690736219297,0.9121032677271721,6000.0,0.0095883022712291,0.006771738479055552,16687.0
calibration,bi_corr_400_b_09,social_force,4,100.0,0.21433010938244476,0.075684033891354,0.07102441486737682,12.196450271334013,0.9213000811618361,6000.0,0.008509618265715826,0.005752981362737461,16687.0
calibration,bi_corr_400_b_09,isotropic_constrained,4,100.0,0.21433010944120243,0.07568403392401786,0.07102441490919703,12.19645034482059,0.9213000811186857,6000.0,0.008509618265715826,0.005752981362737461,16687.0
calibration,bi_corr_400_b_09,isotropic_unconstrained,4,100.0,0.21433010944120243,0.07568403392401786,0.07102441490919703,12.19645034482059,0.9213000811186857,6000.0,0.008509618265715826,0.005752981362737461,16687.0
calibration,bi_corr_400_b_09,shared_goal_frame,6,100.0,0.20790430542314087,0.07345168223308896,0.07176964355590199,11.516571726857062,0.9259483261882681,6000.0,0.007790495595373644,0.00509378558159046,16687.0
calibration,bi_corr_400_b_09,decoupled_scalar_geometry,8,100.0,0.2081141835582802,0.07337666339761509,0.07027123252276309,11.53960779788919,0.9257987412928322,6000.0,0.007730568706178462,0.005033858692395278,16687.0
calibration,bi_corr_400_b_09,tensor_persistence_only,2,100.0,0.1912614557750933,0.06662932517715689,0.07409868599718501,10.208691880606949,0.9373295479411103,6000.0,0.0064721040330796425,0.003775394019296458,16687.0
calibration,bi_corr_400_b_09,tensor_no_isotropic,8,100.0,0.1885101066927215,0.06554009420343439,0.07001677420168027,9.91918633715699,0.9391196428212303,6000.0,0.0062323964762989155,0.0035956133517109127,16687.0
calibration,bi_corr_400_b_09,tensor_no_forward,8,100.0,0.18831494935586301,0.06539996443874958,0.07142091873882114,9.82447245122003,0.939245631803787,6000.0,0.00605261580871337,0.0034757595733205487,16687.0
calibration,bi_corr_400_b_09,tensor_no_closing,8,100.0,0.18982235804632197,0.06608959715580848,0.0698722063674411,10.04848461860783,0.9382690953603393,6000.0,0.006412177143884461,0.0037154671301012766,16687.0
calibration,bi_corr_400_b_09,tensor_no_wall,9,100.0,0.1883549929492876,0.06537939472103164,0.0701023190738254,9.794982037465516,0.9392197912437373,6000.0,0.005992688919518188,0.003415832684125367,16687.0
calibration,bi_corr_400_b_09,tensor_response,10,100.0,0.1881037598554557,0.06532112876788147,0.07007591076840022,9.77722353965839,0.9393818237534868,6000.0,0.005992688919518188,0.003415832684125367,16687.0
calibration,bi_corr_400_b_09,tensor_without_cap,10,100.0,0.1881037598554557,0.06532112876788147,0.07007591076840022,9.77722353965839,0.9393818237534868,6000.0,0.005992688919518188,0.003415832684125367,16687.0
calibration,bi_corr_400_b_09,unrestricted_ten_scalar,22,100.0,0.1853238113502036,0.06415905488390215,0.07004161152635534,9.51568554005969,0.9411603121847837,6000.0,0.005812908251932643,0.0032360520165398213,16687.0
calibration,bi_corr_400_b_09,invariant_ridge,26,100.0,0.18523328712536363,0.0641684330433849,0.0698511996566045,9.515835240985961,0.9412177804205804,6000.0,0.005992688919518188,0.003415832684125367,16687.0
calibration,bi_corr_400_b_09,interaction_mlp,18434,100.0,0.1622328109019507,0.055453136387984915,0.0674523771517459,7.420521472828865,0.9549094742404391,6000.0,0.005033858692395278,0.0026967100137831844,16687.0
calibration,bi_corr_400_b_09,goal_stable_neural,18434,100.0,0.16222846673277827,0.05545701317032953,0.06745158522709742,7.413497898565632,0.9549118890201411,6000.0,0.005033858692395278,0.0026967100137831844,16687.0
calibration,bi_corr_400_b_09,tensor_residual,18700,100.0,0.16479875891948068,0.05654490983787957,0.06703129529674554,7.774154063773048,0.9534718498037424,6000.0,0.004614370468029005,0.002457002457002457,16687.0
calibration,bi_corr_400_b_09,tensor_residual_ungated,18700,100.0,0.16479875891948068,0.05654490983787957,0.06703129529674554,7.774154063773048,0.9534718498037424,6000.0,0.004614370468029005,0.002457002457002457,16687.0
calibration,bi_corr_400_b_09,gel_ped,37134,100.0,0.16247633239075993,0.05563455893193614,0.06662526494613114,7.561518799448946,0.9547740053039514,6000.0,0.004854078024809732,0.002576856235392821,16687.0
corridor held-out,bi_corr_400_a_03,constant_velocity,0,100.0,0.23351911411069828,0.08182003549797037,0.08648923538307349,22.590942274410985,0.7657574668788314,6000.0,0.018906188669370667,0.009943739369357583,15286.0
corridor held-out,bi_corr_400_a_03,social_force,4,100.0,0.22583675073591913,0.07911035650791537,0.0851319885138826,20.959233791153633,0.7809162729872741,6000.0,0.01707444720659427,0.008111997906581186,15286.0
corridor held-out,bi_corr_400_a_03,isotropic_constrained,4,100.0,0.2258367506128465,0.07911035652505405,0.08513198849507385,20.959233517811544,0.780916273226059,6000.0,0.01707444720659427,0.008111997906581186,15286.0
corridor held-out,bi_corr_400_a_03,isotropic_unconstrained,4,100.0,0.2258367506128465,0.07911035652505405,0.08513198849507385,20.959233517811544,0.780916273226059,6000.0,0.01707444720659427,0.008111997906581186,15286.0
corridor held-out,bi_corr_400_a_03,shared_goal_frame,6,100.0,0.22143032989247938,0.0767134310267549,0.08398892448513723,20.67233740472502,0.789382185862602,6000.0,0.01655109250294387,0.007326965851105587,15286.0
corridor held-out,bi_corr_400_a_03,decoupled_scalar_geometry,8,100.0,0.22337213568222697,0.07742280175229789,0.08190976272705494,20.6032729953547,0.7856720153911749,6000.0,0.01642025382703127,0.007457804527018186,15286.0
corridor held-out,bi_corr_400_a_03,tensor_persistence_only,2,100.0,0.21083266818106974,0.0729415641026971,0.09244257591379802,19.879477146073828,0.8090600972534805,6000.0,0.015438963757686773,0.006607353133586288,15286.0
corridor held-out,bi_corr_400_a_03,tensor_no_isotropic,8,100.0,0.20815256360122988,0.07153724460486989,0.08857966925606879,18.63726923672656,0.8138836978849732,6000.0,0.015242705743817872,0.006345675781761088,15286.0
corridor held-out,bi_corr_400_a_03,tensor_no_forward,8,100.0,0.20780810940974836,0.07150935464019836,0.08839820188393593,18.279155136747928,0.8144991646881617,6000.0,0.015504383095643072,0.006738191809498888,15286.0
corridor held-out,bi_corr_400_a_03,tensor_no_closing,8,100.0,0.20861953273168646,0.07194481293802625,0.08904351608446348,19.43700139895144,0.8130476951591653,6000.0,0.015111867067905273,0.006280256443804789,15286.0
corridor held-out,bi_corr_400_a_03,tensor_no_wall,9,100.0,0.20669294507502742,0.07110835651207777,0.0887365688966226,18.421880630291767,0.8164847355827848,6000.0,0.01570064110951197,0.006803611147455188,15286.0
corridor held-out,bi_corr_400_a_03,tensor_response,10,100.0,0.20702047530707968,0.07110217400033289,0.08874844646051866,18.42662908958642,0.8159026700420299,6000.0,0.015504383095643072,0.006738191809498888,15286.0
corridor held-out,bi_corr_400_a_03,tensor_without_cap,10,100.0,0.20702047530707968,0.07110217400033289,0.08874844646051866,18.42662908958642,0.8159026700420299,6000.0,0.015504383095643072,0.006738191809498888,15286.0
corridor held-out,bi_corr_400_a_03,unrestricted_ten_scalar,22,100.0,0.20370730696903228,0.06977454716538127,0.08737452225524066,17.917930986653772,0.821748127036101,6000.0,0.015308125081774173,0.006541933795629988,15286.0
corridor held-out,bi_corr_400_a_03,invariant_ridge,26,100.0,0.2017801716876168,0.0692925487240431,0.08697386582698939,17.806527551030292,0.8251048116457019,6000.0,0.015373544419730472,0.006607353133586288,15286.0
corridor held-out,bi_corr_400_a_03,interaction_mlp,18434,100.0,0.17173918363162863,0.05843834751368904,0.07798195002125916,13.201318264823204,0.8733049418080745,6000.0,0.014523093026298574,0.00582232107811069,15286.0
corridor held-out,bi_corr_400_a_03,goal_stable_neural,18434,100.0,0.17196353520577326,0.05854441030325366,0.07830473317158929,13.274031842966664,0.8729737092827066,6000.0,0.014392254350385974,0.00575690174015439,15286.0
corridor held-out,bi_corr_400_a_03,tensor_residual,18700,100.0,0.1743003594399067,0.059483083848550666,0.07492609262876149,13.957282521370495,0.8694979143605258,6000.0,0.014195996336517075,0.00549522438832919,15286.0
corridor held-out,bi_corr_400_a_03,tensor_residual_ungated,18700,100.0,0.1743003594399067,0.059483083848550666,0.07492609262876149,13.957282521370495,0.8694979143605258,6000.0,0.014195996336517075,0.00549522438832919,15286.0
corridor held-out,bi_corr_400_a_03,gel_ped,37134,100.0,0.17070615963989125,0.05816746897115972,0.07540692363650921,13.546194097399347,0.8748245182776071,6000.0,0.014195996336517075,0.00549522438832919,15286.0
corridor held-out,bi_corr_400_b_02,constant_velocity,0,100.0,0.2207364967731481,0.07637285995499318,0.06720139186788017,6.838438439305945,0.969149986917952,4507.0,0.00584652862362972,0.0037352821762078768,12315.0
corridor held-out,bi_corr_400_b_02,social_force,4,100.0,0.21948613307910517,0.07752009258331678,0.0867292609471907,6.634001339606737,0.9694984973478824,4507.0,0.0055217214778725135,0.003329273244011368,12315.0
corridor held-out,bi_corr_400_b_02,isotropic_constrained,4,100.0,0.2194861330767922,0.07752009258331527,0.08672926092221958,6.63400132513753,0.9694984973485252,4507.0,0.0055217214778725135,0.003329273244011368,12315.0
corridor held-out,bi_corr_400_b_02,isotropic_unconstrained,4,100.0,0.2194861330767922,0.07752009258331527,0.08672926092221958,6.63400132513753,0.9694984973485252,4507.0,0.0055217214778725135,0.003329273244011368,12315.0
corridor held-out,bi_corr_400_b_02,shared_goal_frame,6,100.0,0.21185043178337498,0.07407645779802038,0.0812857765088366,6.360474191192294,0.9715838152282499,4507.0,0.006008932196508323,0.0036540803897685747,12315.0
corridor held-out,bi_corr_400_b_02,decoupled_scalar_geometry,8,100.0,0.20792090624774975,0.07158386400968803,0.06573537250230685,6.3828205759524375,0.9726281986228206,4507.0,0.005927730410069021,0.0036540803897685747,12315.0
corridor held-out,bi_corr_400_b_02,tensor_persistence_only,2,100.0,0.21064556321197125,0.07027727865972225,0.07240760389117416,5.775381553053387,0.9719061219282763,4507.0,0.005765326837190418,0.003572878603329273,12315.0
corridor held-out,bi_corr_400_b_02,tensor_no_isotropic,8,100.0,0.21116635079445667,0.07022535760350476,0.07247907483176466,5.778720815343763,0.9717670349334457,4507.0,0.005602923264311815,0.003329273244011368,12315.0
corridor held-out,bi_corr_400_b_02,tensor_no_forward,8,100.0,0.21246136610222724,0.07064003740166093,0.07400307760875573,5.703340651977682,0.9714196857116232,4507.0,0.0055217214778725135,0.003329273244011368,12315.0
corridor held-out,bi_corr_400_b_02,tensor_no_closing,8,100.0,0.2095997116931274,0.06993131167675291,0.07193935486155263,5.723321344734283,0.9721844006063138,4507.0,0.0054405196914332115,0.003329273244011368,12315.0
corridor held-out,bi_corr_400_b_02,tensor_no_wall,9,100.0,0.21203722057714708,0.07035441555690378,0.07249920192666376,5.705325715583728,0.9715336839654494,4507.0,0.005765326837190418,0.003572878603329273,12315.0
corridor held-out,bi_corr_400_b_02,tensor_response,10,100.0,0.21185704293844304,0.07034460764339785,0.07246960139977889,5.7151276378915945,0.9715820416492802,4507.0,0.005765326837190418,0.003572878603329273,12315.0
corridor held-out,bi_corr_400_b_02,tensor_without_cap,10,100.0,0.21185704293844304,0.07034460764339785,0.07246960139977889,5.7151276378915945,0.9715820416492802,4507.0,0.005765326837190418,0.003572878603329273,12315.0
corridor held-out,bi_corr_400_b_02,unrestricted_ten_scalar,22,100.0,0.21593553438551294,0.07126711735520597,0.07435548313576201,5.699517274709836,0.9704773530760264,4507.0,0.00535931790499391,0.0030856678846934633,12315.0
corridor held-out,bi_corr_400_b_02,invariant_ridge,26,100.0,0.21588866088440734,0.0713056088309136,0.07507040014726742,5.736354907722327,0.9704901687492967,4507.0,0.0054405196914332115,0.003166869671132765,12315.0
corridor held-out,bi_corr_400_b_02,interaction_mlp,18434,100.0,0.1942492557457024,0.06542335142227089,0.07065719624908312,5.1487989699335515,0.9761094698030406,4507.0,0.005034510759236703,0.002598457166057653,12315.0
corridor held-out,bi_corr_400_b_02,goal_stable_neural,18434,100.0,0.1942492557457024,0.06542335142227089,0.07065719624908312,5.1487989699335515,0.9761094698030406,4507.0,0.005034510759236703,0.002598457166057653,12315.0
corridor held-out,bi_corr_400_b_02,tensor_residual,18700,100.0,0.19332641610493567,0.06485457888032925,0.06660549257429034,5.169208170919449,0.976335928920796,4507.0,0.0048721071863581,0.002598457166057653,12315.0
corridor held-out,bi_corr_400_b_02,tensor_residual_ungated,18700,100.0,0.19332641610493567,0.06485457888032925,0.06660549257429034,5.169208170919449,0.976335928920796,4507.0,0.0048721071863581,0.002598457166057653,12315.0
corridor held-out,bi_corr_400_b_02,gel_ped,37134,100.0,0.1927988417374232,0.06479208048565895,0.06821920263538024,5.129457854564159,0.9764649079070978,4507.0,0.004953308972797402,0.002598457166057653,12315.0
corridor held-out,bi_corr_400_b_04,constant_velocity,0,100.0,0.2369582200471856,0.08305636234763784,0.08584396069058953,18.967850777681605,0.8255001009002861,6000.0,0.016731734523145567,0.009016545826361777,10758.0
corridor held-out,bi_corr_400_b_04,social_force,4,100.0,0.22820194969707142,0.0801081182936409,0.08449367627722944,17.682502306658854,0.8381583402884222,6000.0,0.015616285554935862,0.007994050938836214,10758.0
corridor held-out,bi_corr_400_b_04,isotropic_constrained,4,100.0,0.22820194967456287,0.08010811830373948,0.0844936762745911,17.68250230853924,0.8381583403203485,6000.0,0.015616285554935862,0.007994050938836214,10758.0
corridor held-out,bi_corr_400_b_04,isotropic_unconstrained,4,100.0,0.22820194967456287,0.08010811830373948,0.0844936762745911,17.68250230853924,0.8381583403203485,6000.0,0.015616285554935862,0.007994050938836214,10758.0
